om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
678934,2020,01,11,2020-01-11,02:45:00,3,AR,05,0,52.0000,0,0,0,0,33.6200,-91.7900,33.6200,-91.7900,0,0,0,0,0,43,0,0,0,EG
678935,2020,01,11,2020-01-11,02:45:00,3,LA,22,0,61.0000,0,0,0,0,32.8593,-92.2986,32.8593,-92.2986,0,0,0,0,0,111,0,0,0,EG
678936,2020,01,11,2020-01-11,02:45:00,3,LA,22,0,70.0000,0,0,0,0,32.8361,-92.3162,32.8361,-92.3162,0,0,0,0,0,111,0,0,0,EG
678937,2020,01,11,2020-01-11,02:53:00,3,AR,05,0,83.0000,0,0,50000,0,33.5500,-91.8900,33.5500,-91.8900,0,0,0,0,0,43,0,0,0,EG
678938,2020,01,11,2020-01-11,02:56:00,3,AR,05,0,50.0000,0,0,0,0,35.8500,-90.0300,35.8500,-90.0300,0,0,0,0,0,93,0,0,0,EG
678939,2020,01,11,2020-01-11,03:00:00,3,LA,22,0,56.0000,0,0,0,0,31.6955,-93.0221,31.6955,-93.0221,0,0,0,0,0,69,0,0,0,EG
678940,2020,01,11,2020-01-11,03:00:00,3,AR,05,0,62.0000,0,0,0,0,33.5900,-91.8300,33.5900,-91.8300,0,0,0,0,0,43,0,0,0,MG
678941,2020,01,11,2020-01-11,03:00:00,3,AR,05,0,50.0000,0,0,3000,0,33.3000,-91.9200,33.3000,-91.9200,0,0,0,0,0,3,0,0,0,EG
678942,2020,01,11,2020-01-11,03:04:00,3,AR,05,0,50.0000,0,0,2000,0,35.7500,-90.0700,35.7500,-90.0700,0,0,0,0,0,93,0,0,0,EG
678943,2020,01,11,2020-01-11,03:05:00,3,AR,05,0,61.0000,0,0,0,0,34.3700,-91.1400,34.3700,-91.1400,0,0,0,0,0,1,0,0,0,EG
678944,2020,01,11,2020-01-11,03:05:00,3,AR,05,0,52.0000,0,0,10000,0,33.2300,-91.8000,33.2300,-91.8000,0,0,0,0,0,3,0,0,0,EG
678945,2020,01,11,2020-01-11,03:10:00,3,TN,47,0,50.0000,0,0,5000,0,36.3800,-89.4800,36.3800,-89.4800,0,0,0,0,0,95,0,0,0,EG
678946,2020,01,11,2020-01-11,03:10:00,3,AR,05,0,61.0000,0,0,100000,0,35.5000,-90.1500,35.5000,-90.1500,0,0,0,0,0,93,0,0,0,EG
678947,2020,01,11,2020-01-11,03:17:00,3,AR,05,0,52.0000,0,0,10000,0,33.1700,-91.6000,33.1700,-91.6000,0,0,0,0,0,3,0,0,0,EG
678948,2020,01,11,2020-01-11,03:18:00,3,AR,05,0,50.0000,0,0,2000,0,35.8200,-89.9300,35.8200,-89.9300,0,0,0,0,0,93,0,0,0,EG
678949,2020,01,11,2020-01-11,03:23:00,3,AR,05,0,52.0000,0,0,3000,0,33.3600,-91.4900,33.3600,-91.4900,0,0,0,0,0,3,0,0,0,EG
678950,2020,01,11,2020-01-11,03:24:00,3,LA,22,0,50.0000,0,0,3000,0,33.0066,-91.8560,33.0066,-91.8560,0,0,0,0,0,67,0,0,0,EG
678951,2020,01,11,2020-01-11,03:25:00,3,LA,22,0,65.0000,0,0,0,0,32.7130,-92.1998,32.7130,-92.1998,0,0,0,0,0,111,0,0,0,EG
678952,2020,01,11,2020-01-11,03:25:00,3,AR,05,0,50.0000,0,0,2000,0,35.5700,-90.0500,35.5700,-90.0500,0,0,0,0,0,93,0,0,0,EG
678953,2020,01,11,2020-01-11,03:26:00,3,GA,13,0,60.0000,0,0,500000,0,33.8401,-85.0930,33.9575,-84.7430,0,0,0,0,0,223,0,0,0,EG
678954,2020,01,11,2020-01-11,03:30:00,3,AR,05,0,54.0000,0,0,10000,0,33.5300,-91.4300,33.5300,-91.4300,0,0,0,0,0,17,0,0,0,EG
678955,2020,01,11,2020-01-11,03:31:00,3,AR,05,0,52.0000,0,0,0,0,33.8900,-91.2600,33.8900,-91.2600,0,0,0,0,0,41,0,0,0,EG
678956,2020,01,11,2020-01-11,03:34:00,3,AR,05,0,78.0000,0,0,100000,0,33.4200,-91.3200,33.4200,-91.3200,0,0,0,0,0,17,0,0,0,EG
678957,2020,01,11,2020-01-11,03:34:00,3,AR,05,0,54.0000,0,0,15000,0,33.3300,-91.2800,33.3300,-91.2800,0,0,0,0,0,17,0,0,0,EG
678958,2020,01,11,2020-01-11,03:40:00,3,AR,05,0,61.0000,0,0,50000,0,34.3000,-90.8300,34.3000,-90.8300,0,0,0,0,0,107,0,0,0,EG
678959,2020,01,11,2020-01-11,03:43:00,3,AR,05,0,50.0000,0,0,2000,0,35.2121,-90.2031,35.2121,-90.2031,0,0,0,0,0,35,0,0,0,EG
678960,2020,01,11,2020-01-11,03:47:00,3,LA,22,0,61.0000,0,0,0,0,31.5233,-92.6565,31.5233,-92.6565,0,0,0,0,0,43,0,0,0,EG
678961,2020,01,11,2020-01-11,03:50:00,3,MS,28,0,58.0000,2,0,300000,0,33.4100,-91.0400,33.4000,-91.0400,0,0,0,0,0,151,0,0,0,EG
678962,2020,01,11,2020-01-11,03:53:00,3,MS,28,0,52.0000,0,0,0,0,33.4800,-90.9900,33.4800,-90.9900,0,0,0,0,0,151,0,0,0,MG
678963,2020,01,11,2020-01-11,03:54:00,3,LA,22,0,50.0000,0,0,10000,0,32.7148,-91.8793,32.7148,-91.8793,0,0,0,0,0,67,0,0,0,EG
678964,2020,01,11,2020-01-11,03:55:00,3,AR,05,0,61.0000,0,0,10000,0,34.8496,-90.4820,34.8496,-90.4820,0,0,0,0,0,77,0,0,0,EG
678965,2020,01,11,2020-01-11,04:02:00,3,IN,18,0,48.0000,0,0,2000,0,39.6600,-86.8500,39.6600,-86.8500,0,0,0,0,0,133,0,0,0,EG
678966,2020,01,11,2020-01-11,04:03:00,3,MS,28,0,53.0000,0,0,15000,0,34.0261,-90.8715,34.0613,-90.6034,0,0,0,0,0,11,0,0,0,EG
678967,2020,01,11,2020-01-11,04:07:00,3,MS,28,0,52.0000,0,0,8000,0,33.5951,-90.8030,33.6033,-90.7456,0,0,0,0,0,11,0,0,0,EG
678968,2020,01,11,2020-01-11,04:12:00,3,LA,22,0,50.0000,0,0,2000,0,32.9984,-91.3100,32.9984,-91.3100,0,0,0,0,0,123,0,0,0,EG
678969,2020,01,11,2020-01-11,04:15:00,3,TN,47,0,61.0000,0,0,20000,0,35.9700,-89.4200,35.9700,-89.4200,0,0,0,0,0,45,0,0,0,EG
678970,2020,01,11,2020-01-11,04:17:00,3,MS,28,0,52.0000,0,0,20000,0,33.6618,-90.6241,33.6536,-90.4747,0,0,0,0,0,133,0,0,0,EG
678971,2020,01,11,2020-01-11,04:20:00,3,MS,28,0,52.0000,0,0,10000,0,33.4500,-90.6500,33.4500,-90.6500,0,0,0,0,0,133,0,0,0,EG
678972,2020,01,11,2020-01-11,04:20:00,3,MS,28,0,56.0000,0,0,20000,0,34.1607,-90.4772,34.1607,-90.4772,0,0,0,0,0,27,0,0,0,EG
678973,2020,01,11,2020-01-11,04:20:00,3,MS,28,0,70.0000,2,0,500000,0,34.6614,-90.4046,34.6961,-90.2981,0,0,0,0,0,143,0,0,0,EG
678974,2020,01,11,2020-01-11,04:23:00,3,MS,28,0,52.0000,0,0,10000,0,33.5200,-90.5800,33.5200,-90.5800,0,0,0,0,0,133,0,0,0,EG
678975,2020,01,11,2020-01-11,04:24:00,3,LA,22,0,50.0000,0,0,5000,0,32.6774,-91.4668,32.6900,-91.4600,0,0,0,0,0,123,0,0,0,EG
678976,2020,01,11,2020-01-11,04:25:00,3,LA,22,0,56.0000,0,0,0,0,31.9404,-92.1897,31.9404,-92.1897,0,0,0,0,0,21,0,0,0,EG
678977,2020,01,11,2020-01-11,04:25:00,3,TN,47,0,60.0000,0,0,15000,0,35.1026,-90.1042,35.1026,-90.1042,0,0,0,0,0,157,0,0,0,EG
678978,2020,01,11,2020-01-11,04:25:00,3,MS,28,0,50.0000,0,0,20000,0,34.0164,-90.4285,34.0358,-90.3972,0,0,0,0,0,135,0,0,0,EG
678979,2020,01,11,2020-01-11,04:27:00,3,MS,28,0,70.0000,0,0,20000,0,33.9700,-90.3800,33.9700,-90.3800,0,0,0,0,0,135,0,0,0,EG
678980,2020,01,11,2020-01-11,04:28:00,3,MS,28,0,52.0000,0,0,10000,0,33.4500,-90.5100,33.4507,-90.4924,0,0,0,0,0,133,0,0,0,EG
678981,2020,01,11,2020-01-11,04:30:00,3,LA,22,0,57.0000,0,0,0,0,30.3100,-92.6900,30.3100,-92.6900,0,0,0,0,0,53,0,0,0,MG
678982,2020,01,11,2020-01-11,04:30:00,3,TN,47,0,50.0000,0,0,2000,0,35.1379,-90.0277,35.1379,-90.0277,0,0,0,0,0,157,0,0,0,EG
678983,2020,01,11,2020-01-11,04:32:00,3,TN,47,0,60.0000,0,0,50000,0,35.1438,-89.9823,35.1438,-89.9823,0,0,0,0,0,157,0,0,0,EG
678984,2020,01,11,2020-01-11,04:33:00,3,TN,47,0,60.0000,0,0,50000,0,35.1500,-89.9753,35.1505,-89.9736,0,0,0,0,0,157,0,0,0,EG
678985,2020,01,11,2020-01-11,04:35:00,3,TN,47,0,56.0000,0,0,2000,0,35.3500,-89.9532,35.3500,-89.9532,0,0,0,0,0,157,0,0,0,EG
678986,2020,01,11,2020-01-11,04:35:00,3,MS,28,0,50.0000,0,0,0,0,34.1602,-90.3782,34.1602,-90.3782,0,0,0,0,0,119,0,0,0,EG
678987,2020,01,11,2020-01-11,04:37:00,3,MS,28,0,69.0000,0,0,0,0,34.6700,-90.3700,34.6700,-90.3700,0,0,0,0,0,143,0,0,0,MG
678988,2020,01,11,2020-01-11,04:38:00,3,MS,28,0,61.0000,0,0,10000,0,34.6996,-90.2213,34.6995,-90.1696,0,0,0,0,0,137,0,0,0,EG
678989,2020,01,11,2020-01-11,04:40:00,3,MS,28,0,70.0000,0,0,100000,0,34.1869,-90.3051,34.2171,-90.2630,0,0,0,0,0,119,0,0,0,EG
678990,2020,01,11,2020-01-11,04:40:00,3,TN,47,0,61.0000,0,0,20000,0,36.3604,-89.1868,36.3604,-89.1868,0,0,0,0,0,131,0,0,0,EG
678991,2020,01,11,2020-01-11,04:40:00,3,MS,28,0,54.0000,0,0,40000,0,33.6400,-90.3500,33.7900,-90.1846,0,0,0,0,0,83,0,0,0,EG
678992,2020,01,11,2020-01-11,04:42:00,3,MS,28,0,56.0000,0,0,15000,0,34.6200,-90.1500,34.6200,-90.1500,0,0,0,0,0,137,0,0,0,EG
678993,2020,01,11,2020-01-11,04:43:00,3,MS,28,0,52.0000,0,0,10000,0,33.4910,-90.3311,33.5070,-90.3126,0,0,0,0,0,83,0,0,0,EG
678994,2020,01,11,2020-01-11,04:45:00,3,LA,22,0,50.0000,0,0,3000,0,32.4703,-91.7607,32.4703,-91.7607,0,0,0,0,0,83,0,0,0,EG
678995,2020,01,11,2020-01-11,04:45:00,3,LA,22,0,61.0000,0,0,0,0,31.5298,-92.4077,31.5298,-92.4077,0,0,0,0,0,43,0,0,0,EG
678996,2020,01,11,2020-01-11,04:45:00,3,MS,28,0,50.0000,0,0,5000,0,34.8300,-90.1500,34.8300,-90.1500,0,0,0,0,0,33,0,0,0,EG
678997,2020,01,11,2020-01-11,04:46:00,3,MS,28,0,78.0000,0,0,30000,0,34.2611,-90.1530,34.2611,-90.1530,0,0,0,0,0,119,0,0,0,EG
678998,2020,01,11,2020-01-11,04:46:00,3,MS,28,0,56.0000,0,0,10000,0,34.2805,-90.1683,34.2805,-90.1683,0,0,0,0,0,119,0,0,0,EG
678999,2020,01,11,2020-01-11,04:49:00,3,MS,28,0,61.0000,0,0,25000,0,34.7334,-90.0100,34.7653,-89.9651,0,0,0,0,0,33,0,0,0,EG
679000,2020,01,11,2020-01-11,04:50:00,3,MS,28,0,56.0000,0,0,10000,0,34.8148,-89.9731,34.8148,-89.9731,0,0,0,0,0,33,0,0,0,EG
679001,2020,01,11,2020-01-11,04:50:00,3,GA,13,0,55.0000,0,0,300000,0,34.1967,-83.8731,34.4733,-83.7167,0,0,0,0,0,139,0,0,0,EG
679002,2020,01,11,2020-01-11,04:51:00,3,MS,28,0,50.0000,0,0,1000,0,34.8599,-89.9475,34.8599,-89.9475,0,0,0,0,0,33,0,0,0,EG
679003,2020,01,11,2020-01-11,04:53:00,3,MS,28,0,56.0000,0,0,5000,0,34.3139,-90.0614,34.3139,-90.0614,0,0,0,0,0,107,0,0,0,EG
679004,2020,01,11,2020-01-11,04:53:00,3,MS,28,0,50.0000,0,0,5000,0,34.8011,-89.9367,34.8011,-89.9367,0,0,0,0,0,33,0,0,0,EG
679005,2020,01,11,2020-01-11,04:55:00,3,MS,28,0,61.0000,0,0,20000,0,34.2500,-89.9500,34.2500,-89.9500,0,0,0,0,0,107,0,0,0,EG
679006,2020,01,11,2020-01-11,04:57:00,3,MS,28,0,50.0000,0,0,3000,0,33.5200,-90.1800,33.5200,-90.1800,0,0,0,0,0,83,0,0,0,EG
679007,2020,01,11,2020-01-11,04:59:00,3,MS,28,0,87.0000,0,0,15000,0,34.9067,-89.8304,34.9067,-89.8304,0,0,0,0,0,33,0,0,0,EG
679008,2020,01,11,2020-01-11,05:00:00,3,MS,28,0,50.0000,0,0,10000,0,34.5200,-89.9300,34.5200,-89.9300,0,0,0,0,0,107,0,0,0,EG
679009,2020,01,11,2020-01-11,05:00:00,3,TN,47,0,61.0000,0,0,15000,0,35.3745,-89.5768,35.4089,-89.5497,0,0,0,0,0,47,0,0,0,EG
679010,2020,01,11,2020-01-11,05:03:00,3,MS,28,0,50.0000,0,0,1000,0,34.5101,-89.8783,34.5101,-89.8783,0,0,0,0,0,107,0,0,0,EG
679011,2020,01,11,2020-01-11,05:10:00,3,LA,22,0,50.0000,0,0,3000,0,32.3500,-91.6800,32.3500,-91.6800,0,0,0,0,0,41,0,0,0,EG
679012,2020,01,11,2020-01-11,05:20:00,3,MS,28,0,50.0000,0,0,10000,0,33.5300,-89.9200,33.5300,-89.9200,0,0,0,0,0,15,0,0,0,EG
679013,2020,01,11,2020-01-11,05:23:00,3,MS,28,0,52.0000,0,0,10000,0,33.7300,-89.8900,33.7300,-89.8900,0,0,0,0,0,43,0,0,0,EG
679014,2020,01,11,2020-01-11,05:28:00,3,MS,28,0,52.0000,0,0,85000,0,33.6800,-89.7900,33.6900,-89.7600,0,0,0,0,0,43,0,0,0,EG
679015,2020,01,11,2020-01-11,05:30:00,3,MS,28,0,61.0000,0,0,15000,0,34.4156,-89.5210,34.4156,-89.5210,0,0,0,0,0,71,0,0,0,EG
679016,2020,01,11,2020-01-11,05:43:00,3,KY,21,0,61.0000,0,0,5000,0,36.9200,-88.3300,37.0200,-88.2800,0,0,0,0,0,157,0,0,0,EG
679017,2020,01,11,2020-01-11,05:45:00,3,LA,22,0,87.0000,0,0,500000,0,30.2000,-92.0800,30.2000,-92.0800,0,0,0,0,0,55,0,0,0,EG
679018,2020,01,11,2020-01-11,05:50:00,3,KY,21,0,61.0000,0,0,5000,0,36.9300,-88.3100,36.9300,-88.3100,0,0,0,0,0,157,0,0,0,EG
679019,2020,01,11,2020-01-11,05:54:00,3,LA,22,0,50.0000,0,0,1000,0,32.3700,-91.1000,32.3700,-91.1000,0,0,0,0,0,65,0,0,0,EG
679020,2020,01,11,2020-01-11,05:55:00,3,TN,47,0,61.0000,0,0,0,0,36.1500,-88.8000,36.1500,-88.8000,0,0,0,0,0,183,0,0,0,EG
679021,2020,01,11,2020-01-11,06:00:00,3,LA,22,0,50.0000,0,0,2000,0,31.8000,-91.4000,31.8000,-91.4000,0,0,0,0,0,107,0,0,0,EG
679022,2020,01,11,2020-01-11,06:00:00,3,MS,28,0,61.0000,0,0,15000,0,34.5700,-89.1200,34.5700,-89.1200,0,0,0,0,0,145,0,0,0,EG
679023,2020,01,11,2020-01-11,06:03:00,3,MS,28,0,52.0000,0,0,5000,0,32.6400,-90.8600,32.6400,-90.8600,0,0,0,0,0,55,0,0,0,EG
679024,2020,01,11,2020-01-11,06:09:00,3,MS,28,0,61.0000,0,0,10000,0,33.8790,-89.3200,33.8790,-89.3200,0,0,0,0,0,13,0,0,0,EG
679025,2020,01,11,2020-01-11,06:10:00,3,MS,28,0,50.0000,0,0,0,0,34.9300,-88.8700,34.9491,-88.9110,0,0,0,0,0,139,0,0,0,EG
679026,2020,01,11,2020-01-11,06:10:00,3,TN,47,0,61.0000,0,0,0,0,36.2200,-88.6200,36.2200,-88.6200,0,0,0,0,0,183,0,0,0,EG
679027,2020,01,11,2020-01-11,06:12:00,3,LA,22,0,50.0000,0,0,2000,0,32.0200,-91.1900,32.0200,-91.1900,0,0,0,0,0,107,0,0,0,EG
679028,2020,01,11,2020-01-11,06:15:00,3,LA,22,0,50.0000,0,0,200000,0,30.2200,-91.8300,30.2200,-91.8300,0,0,0,0,0,99,0,0,0,EG
679029,2020,01,11,2020-01-11,06:20:00,3,MS,28,0,56.0000,0,0,10000,0,34.1399,-89.0501,34.1399,-89.0501,0,0,0,0,0,115,0,0,0,EG
679030,2020,01,11,2020-01-11,06:20:00,3,TN,47,0,56.0000,0,0,0,0,35.2125,-88.7476,35.3583,-88.3687,0,0,0,0,0,109,0,0,0,EG
679031,2020,01,11,2020-01-11,06:20:00,3,MS,28,0,50.0000,0,0,0,0,34.9454,-88.7990,34.9318,-88.3994,0,0,0,0,0,3,0,0,0,EG
679032,2020,01,11,2020-01-11,06:25:00,3,TN,47,0,50.0000,0,0,0,0,36.2683,-88.4904,36.3294,-88.1400,0,0,0,0,0,79,0,0,0,EG
679033,2020,01,11,2020-01-11,06:29:00,3,MS,28,0,50.0000,0,0,5000,0,31.5805,-91.3454,31.5805,-91.3454,0,0,0,0,0,1,0,0,0,EG
679034,2020,01,11,2020-01-11,06:29:00,3,MS,28,0,52.0000,0,0,10000,0,32.3500,-90.8800,32.4500,-90.7400,0,0,0,0,0,149,0,0,0,EG
679035,2020,01,11,2020-01-11,06:35:00,3,TN,47,0,56.0000,0,0,0,0,35.9444,-88.4069,35.9435,-88.3895,0,0,0,0,0,17,0,0,0,EG
679036,2020,01,11,2020-01-11,06:40:00,3,MS,28,0,50.0000,0,0,1000,0,34.4513,-88.7845,34.4511,-88.7508,0,0,0,0,0,81,0,0,0,EG
679037,2020,01,11,2020-01-11,06:42:00,3,TN,47,0,61.0000,0,0,0,0,36.0300,-88.2800,36.0300,-88.2800,0,0,0,0,0,17,0,0,0,EG
679038,2020,01,11,2020-01-11,06:44:00,3,TN,47,0,65.0000,0,0,50000,0,36.0300,-88.2500,36.0300,-88.2500,0,0,0,0,0,17,0,0,0,EG
679039,2020,01,11,2020-01-11,06:45:00,3,MS,28,0,50.0000,0,0,15000,0,33.9000,-89.0000,33.9000,-89.0000,0,0,0,0,0,17,0,0,0,EG
679040,2020,01,11,2020-01-11,06:46:00,3,MS,28,0,50.0000,0,0,0,0,34.4902,-88.7028,34.5092,-88.6260,0,0,0,0,0,81,0,0,0,EG
679041,2020,01,11,2020-01-11,06:50:00,3,KY,21,0,56.0000,0,0,5000,0,36.5500,-88.1500,36.5500,-88.1500,0,0,0,0,0,35,0,0,0,EG
679042,2020,01,11,2020-01-11,06:52:00,3,MS,28,0,50.0000,0,0,5000,0,34.5608,-88.6003,34.5608,-88.6003,0,0,0,0,0,117,0,0,0,EG
679043,2020,01,11,2020-01-11,06:53:00,3,MS,28,0,50.0000,0,0,12000,0,32.0700,-90.9200,31.8800,-90.9400,0,0,0,0,0,21,0,0,0,EG
679044,2020,01,11,2020-01-11,06:56:00,3,MS,28,0,50.0000,0,0,7000,0,31.6300,-91.1300,31.6400,-91.0500,0,0,0,0,0,63,0,0,0,EG
679045,2020,01,11,2020-01-11,07:00:00,3,MS,28,0,50.0000,0,0,2000,0,32.8300,-90.2600,32.8300,-90.2600,0,0,0,0,0,163,0,0,0,EG
679046,2020,01,11,2020-01-11,07:00:00,3,TN,47,0,50.0000,0,0,0,0,35.6500,-88.1300,35.6500,-88.1300,0,0,0,0,0,39,0,0,0,EG
679047,2020,01,11,2020-01-11,07:11:00,3,TN,47,0,61.0000,0,0,6000,0,36.4400,-87.8600,36.4400,-87.8600,0,0,0,0,0,161,0,0,0,EG
679048,2020,01,11,2020-01-11,07:12:00,3,MS,28,0,53.0000,0,0,8000,0,31.4100,-91.1300,31.5500,-90.9600,0,0,0,0,0,37,0,0,0,EG
679049,2020,01,11,2020-01-11,07:13:00,3,LA,22,0,60.0000,0,0,0,0,30.9200,-91.1200,30.9200,-91.1200,0,0,0,0,0,37,0,0,0,EG
679050,2020,01,11,2020-01-11,07:15:00,3,LA,22,0,55.0000,0,0,0,0,30.2800,-91.2400,30.2800,-91.2400,0,0,0,0,0,47,0,0,0,EG
679051,2020,01,11,2020-01-11,07:15:00,3,MS,28,0,50.0000,0,0,0,0,34.0014,-88.7015,34.0700,-88.4000,0,0,0,0,0,95,0,0,0,EG
679052,2020,01,11,2020-01-11,07:16:00,3,KY,21,0,70.0000,0,0,40000,0,37.0970,-87.6655,37.0858,-87.5657,0,0,0,0,0,47,0,0,0,EG
679053,2020,01,11,2020-01-11,07:18:00,3,TN,47,0,52.0000,0,0,1000,0,35.9013,-87.8802,35.9013,-87.8802,0,0,0,0,0,85,0,0,0,EG
679054,2020,01,11,2020-01-11,07:27:00,3,TN,47,0,52.0000,0,0,5000,0,35.5889,-87.8758,35.5889,-87.8758,0,0,0,0,0,135,0,0,0,EG
679055,2020,01,11,2020-01-11,07:29:00,3,TN,47,0,52.0000,0,0,5000,0,35.5897,-87.8521,35.5897,-87.8521,0,0,0,0,0,135,0,0,0,EG
679056,2020,01,11,2020-01-11,07:29:00,3,TN,47,0,61.0000,0,0,10000,0,35.6083,-87.8431,35.6099,-87.8343,0,0,0,0,0,135,0,0,0,EG
679057,2020,01,11,2020-01-11,07:34:00,3,MS,28,0,50.0000,0,0,3000,0,31.6800,-90.7900,31.6800,-90.7900,0,0,0,0,0,63,0,0,0,EG
679058,2020,01,11,2020-01-11,07:34:00,3,MS,28,0,50.0000,0,0,8000,0,32.3400,-90.3300,32.3400,-90.3300,0,0,0,0,0,49,0,0,0,EG
679059,2020,01,11,2020-01-11,07:35:00,3,TN,47,0,52.0000,0,0,3000,0,36.3180,-87.7005,36.3180,-87.7005,0,0,0,0,0,83,0,0,0,EG
679060,2020,01,11,2020-01-11,07:35:00,3,MS,28,0,50.0000,0,0,5000,0,31.4600,-90.8600,31.4600,-90.8600,0,0,0,0,0,37,0,0,0,EG
679061,2020,01,11,2020-01-11,07:35:00,3,KY,21,0,87.0000,0,0,1000000,0,36.8820,-87.5069,36.8902,-87.4511,0,0,0,0,0,47,0,0,0,EG
679062,2020,01,11,2020-01-11,07:36:00,3,TN,47,0,52.0000,0,0,1000,0,36.5684,-86.9579,36.5684,-86.9579,0,0,0,0,0,147,0,0,0,EG
679063,2020,01,11,2020-01-11,07:36:00,3,MS,28,0,54.0000,0,0,15000,0,33.3100,-89.6300,33.3090,-89.4580,0,0,0,0,0,97,0,0,0,EG
679064,2020,01,11,2020-01-11,07:37:00,3,KY,21,0,56.0000,0,0,0,0,36.6700,-87.5000,36.6700,-87.5000,0,0,0,0,0,47,0,0,0,MG
679065,2020,01,11,2020-01-11,07:45:00,3,TN,47,0,52.0000,0,0,5000,0,35.7800,-87.6300,35.7800,-87.6300,0,0,0,0,0,81,0,0,0,EG
679066,2020,01,11,2020-01-11,07:45:00,3,MS,28,0,50.0000,0,0,5000,0,34.4800,-88.2000,34.4800,-88.2000,0,0,0,0,0,141,0,0,0,EG
679067,2020,01,11,2020-01-11,07:46:00,3,TN,47,0,52.0000,0,0,3000,0,36.5500,-87.5000,36.5500,-87.5000,0,0,0,0,0,125,0,0,0,EG
679068,2020,01,11,2020-01-11,07:50:00,3,AL,01,0,43.0000,0,0,500,0,34.9100,-88.0700,34.9100,-88.0700,0,0,0,0,0,77,0,0,0,EG
679069,2020,01,11,2020-01-11,07:51:00,3,TN,47,0,56.0000,0,0,5000,0,36.0026,-87.4848,36.0026,-87.4848,0,0,0,0,0,43,0,0,0,EG
679070,2020,01,11,2020-01-11,07:52:00,3,TN,47,0,56.0000,0,0,5000,0,36.0128,-87.4740,36.0128,-87.4740,0,0,0,0,0,43,0,0,0,EG
679071,2020,01,11,2020-01-11,07:53:00,3,TN,47,0,56.0000,0,0,3000,0,36.0288,-87.4433,36.0288,-87.4433,0,0,0,0,0,43,0,0,0,EG
679072,2020,01,11,2020-01-11,07:56:00,3,TN,47,0,61.0000,0,0,3000,0,36.0679,-87.4005,36.0679,-87.4005,0,0,0,0,0,43,0,0,0,EG
679073,2020,01,11,2020-01-11,07:57:00,3,TN,47,0,61.0000,0,0,5000,0,36.0888,-87.3818,36.0888,-87.3818,0,0,0,0,0,43,0,0,0,EG
679074,2020,01,11,2020-01-11,07:57:00,3,TN,47,0,56.0000,0,0,5000,0,36.0800,-87.3800,36.0800,-87.3800,0,0,0,0,0,43,0,0,0,EG
679075,2020,01,11,2020-01-11,07:58:00,3,TN,47,0,61.0000,0,0,3000,0,36.0877,-87.3977,36.0877,-87.3977,0,0,0,0,0,43,0,0,0,EG
679076,2020,01,11,2020-01-11,08:00:00,3,MS,28,0,52.0000,0,0,15000,0,31.4900,-90.5700,31.4900,-90.5700,0,0,0,0,0,85,0,0,0,EG
679077,2020,01,11,2020-01-11,08:00:00,3,KY,21,0,61.0000,0,0,25000,0,37.1700,-87.1500,37.2826,-87.1238,0,0,0,0,0,177,0,0,0,EG
679078,2020,01,11,2020-01-11,08:05:00,3,TN,47,0,52.0000,0,0,3000,0,36.1800,-87.3300,36.1800,-87.3300,0,0,0,0,0,43,0,0,0,EG
679079,2020,01,11,2020-01-11,08:07:00,3,TN,47,0,61.0000,0,0,10000,0,36.1504,-87.2513,36.1504,-87.2513,0,0,0,0,0,43,0,0,0,EG
679080,2020,01,11,2020-01-11,08:07:00,3,MS,28,0,50.0000,0,0,2000,0,31.6700,-90.4900,31.6700,-90.4900,0,0,0,0,0,85,0,0,0,EG
679081,2020,01,11,2020-01-11,08:09:00,3,MS,28,0,52.0000,0,0,10000,0,31.4400,-90.4500,31.4400,-90.4500,0,0,0,0,0,85,0,0,0,EG
679082,2020,01,11,2020-01-11,08:10:00,3,TN,47,0,52.0000,0,0,5000,0,35.3200,-87.7700,35.3200,-87.7700,0,0,0,0,0,181,0,0,0,EG
679083,2020,01,11,2020-01-11,08:11:00,3,MS,28,0,50.0000,0,0,2000,0,31.6868,-90.3994,31.6868,-90.3994,0,0,0,0,0,29,0,0,0,EG
679084,2020,01,11,2020-01-11,08:12:00,3,TN,47,0,52.0000,0,0,5000,0,35.9639,-87.2791,35.9639,-87.2791,0,0,0,0,0,43,0,0,0,EG
679085,2020,01,11,2020-01-11,08:12:00,3,MS,28,0,53.0000,0,0,35000,0,31.7458,-90.4399,31.7800,-90.4100,0,0,0,0,0,29,0,0,0,EG
679086,2020,01,11,2020-01-11,08:16:00,3,MS,28,0,50.0000,0,0,10000,0,31.6800,-90.3400,31.6800,-90.3400,0,0,0,0,0,85,0,0,0,EG
679087,2020,01,11,2020-01-11,08:20:00,3,MS,28,0,50.0000,0,0,25000,0,31.8500,-90.4000,31.8500,-90.4000,0,0,0,0,0,29,0,0,0,EG
679088,2020,01,11,2020-01-11,08:24:00,3,TN,47,0,52.0000,0,0,5000,0,35.5500,-87.5700,35.5500,-87.5700,0,0,0,0,0,101,0,0,0,EG
679089,2020,01,11,2020-01-11,08:24:00,3,MS,28,0,50.0000,0,0,8000,0,31.8300,-90.2100,31.8300,-90.2100,0,0,0,0,0,29,0,0,0,EG
