om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
660452,2021,05,27,2021-05-27,16:50:00,3,KS,20,0,1.00,0,0,0,0,39.1400,-94.8400,39.1400,-94.8400,0,0,0,0,0,209,0,0,0
660453,2021,05,27,2021-05-27,16:50:00,3,TX,48,0,1.75,0,0,0,0,30.5537,-102.5592,30.5537,-102.5592,0,0,0,0,0,371,0,0,0
660454,2021,05,27,2021-05-27,16:52:00,3,KS,20,0,1.00,0,0,0,0,39.1700,-94.9100,39.1700,-94.9100,0,0,0,0,0,103,0,0,0
660455,2021,05,27,2021-05-27,16:52:00,3,KS,20,0,1.50,0,0,0,0,39.1400,-94.8100,39.1400,-94.8100,0,0,0,0,0,209,0,0,0
660456,2021,05,27,2021-05-27,16:56:00,3,KS,20,0,1.00,0,0,0,0,39.1300,-94.8300,39.1300,-94.8300,0,0,0,0,0,209,0,0,0
660457,2021,05,27,2021-05-27,17:11:00,3,AR,05,0,0.75,0,0,0,0,36.4838,-94.2221,36.4838,-94.2221,0,0,0,0,0,7,0,0,0
660458,2021,05,27,2021-05-27,17:18:00,3,MO,29,0,0.88,0,0,0,0,39.1900,-94.7100,39.1900,-94.7100,0,0,0,0,0,165,0,0,0
660459,2021,05,27,2021-05-27,17:46:00,3,OK,40,0,0.75,0,0,0,0,35.5634,-95.9500,35.5634,-95.9500,0,0,0,0,0,111,0,0,0
660460,2021,05,27,2021-05-27,17:55:00,3,OK,40,0,1.00,0,0,0,0,35.3970,-96.1875,35.3970,-96.1875,0,0,0,0,0,107,0,0,0
660461,2021,05,27,2021-05-27,18:01:00,3,TX,48,0,1.50,0,0,0,0,34.4047,-100.8899,34.3812,-100.8899,0,0,0,0,0,191,0,0,0
660462,2021,05,27,2021-05-27,18:11:00,3,OK,40,0,0.75,0,0,0,0,35.4592,-95.9418,35.4592,-95.9418,0,0,0,0,0,111,0,0,0
660463,2021,05,27,2021-05-27,18:30:00,3,TX,48,0,2.00,0,0,0,0,31.8400,-100.9900,31.8400,-100.9900,0,0,0,0,0,431,0,0,0
660464,2021,05,27,2021-05-27,18:30:00,3,TX,48,0,2.00,0,0,0,0,30.1500,-102.4000,30.1500,-102.4000,0,0,0,0,0,443,0,0,0
660465,2021,05,27,2021-05-27,18:32:00,3,OK,40,0,1.75,0,0,25000,0,35.2595,-95.5549,35.2595,-95.5549,0,0,0,0,0,91,0,0,0
660466,2021,05,27,2021-05-27,18:49:00,3,OK,40,0,0.75,0,0,0,0,35.2492,-95.5099,35.2492,-95.5099,0,0,0,0,0,121,0,0,0
660467,2021,05,27,2021-05-27,18:52:00,3,TX,48,0,0.88,0,0,0,0,34.1068,-100.3000,34.1068,-100.3000,0,0,0,0,0,101,0,0,0
660468,2021,05,27,2021-05-27,19:13:00,3,TX,48,0,1.50,0,0,0,0,34.3000,-99.7400,34.3000,-99.7400,0,0,0,0,0,197,0,0,0
660469,2021,05,27,2021-05-27,19:15:00,3,TX,48,0,2.50,0,0,0,0,34.3000,-99.7400,34.3000,-99.7400,0,0,0,0,0,197,0,0,0
660470,2021,05,27,2021-05-27,19:20:00,3,TX,48,0,1.50,0,0,0,0,31.8800,-101.0800,31.8800,-101.0800,0,0,0,0,0,431,0,0,0
660471,2021,05,27,2021-05-27,19:20:00,3,TX,48,0,1.00,0,0,0,0,31.8400,-100.9900,31.8400,-100.9900,0,0,0,0,0,431,0,0,0
660472,2021,05,27,2021-05-27,19:28:00,3,TX,48,0,1.00,0,0,0,0,34.2700,-99.6800,34.2700,-99.6800,0,0,0,0,0,197,0,0,0
660473,2021,05,27,2021-05-27,19:30:00,3,TX,48,0,1.00,0,0,0,0,31.8400,-100.9900,31.8400,-100.9900,0,0,0,0,0,431,0,0,0
660474,2021,05,27,2021-05-27,20:02:00,3,TX,48,0,1.25,0,0,0,0,34.2100,-99.3800,34.2100,-99.3800,0,0,0,0,0,487,0,0,0
660475,2021,05,27,2021-05-27,20:03:00,3,OK,40,0,1.00,0,0,0,0,34.6913,-94.8848,34.6913,-94.8848,0,0,0,0,0,79,0,0,0
660476,2021,05,27,2021-05-27,21:13:00,3,TX,48,0,1.25,0,0,0,0,34.0800,-98.6200,34.0800,-98.6200,0,0,0,0,0,485,0,0,0
660477,2021,05,27,2021-05-27,21:19:00,3,TX,48,0,1.00,0,0,0,0,34.0800,-98.5600,34.0800,-98.5600,0,0,0,0,0,485,0,0,0
660478,2021,05,27,2021-05-27,21:36:00,3,TX,48,0,1.50,0,0,0,0,33.9600,-98.5200,33.9600,-98.5200,0,0,0,0,0,485,0,0,0
660479,2021,05,28,2021-05-28,03:54:00,3,TX,48,0,1.25,0,0,0,0,34.6300,-102.7300,34.6300,-102.7300,0,0,0,0,0,369,0,0,0
660480,2021,05,28,2021-05-28,04:08:00,3,NM,35,0,1.75,0,0,0,0,34.7800,-103.6100,34.7800,-103.6100,0,0,0,0,0,37,0,0,0
660481,2021,05,28,2021-05-28,06:27:00,3,TX,48,0,1.00,0,0,0,0,34.2609,-100.9305,34.2609,-100.9305,0,0,0,0,0,345,0,0,0
660482,2021,05,28,2021-05-28,09:56:00,3,TX,48,0,1.75,0,0,0,0,33.8766,-101.2179,33.8766,-101.2179,0,0,0,0,0,153,0,0,0
660483,2021,05,28,2021-05-28,11:45:00,3,TX,48,0,1.00,0,0,0,0,33.6800,-101.9800,33.6800,-101.9278,0,0,0,0,0,303,0,0,0
660484,2021,05,28,2021-05-28,12:10:00,3,TX,48,0,1.25,0,0,0,0,33.6800,-101.3800,33.6800,-101.3800,0,0,0,0,0,107,0,0,0
660485,2021,05,28,2021-05-28,12:15:00,3,TX,48,0,1.25,0,0,0,0,31.5800,-98.3500,31.5800,-98.3500,0,0,0,0,0,193,0,0,0
660486,2021,05,28,2021-05-28,12:37:00,3,TX,48,0,0.88,0,0,0,0,31.6400,-98.2700,31.6400,-98.2700,0,0,0,0,0,193,0,0,0
660487,2021,05,28,2021-05-28,12:54:00,3,TX,48,0,0.88,0,0,0,0,33.6700,-101.2500,33.6700,-101.2500,0,0,0,0,0,107,0,0,0
660488,2021,05,28,2021-05-28,13:30:00,3,TX,48,0,1.00,0,0,0,0,31.4500,-97.9000,31.4500,-97.9000,0,0,0,0,0,99,0,0,0
660489,2021,05,28,2021-05-28,13:36:00,3,NM,35,0,1.00,0,0,0,0,35.4300,-105.5500,35.4300,-105.5500,0,0,0,0,0,47,0,0,0
660490,2021,05,28,2021-05-28,14:40:00,3,NM,35,0,1.50,0,0,5000,0,36.7400,-103.9900,36.7400,-103.9900,0,0,0,0,0,59,0,0,0
660491,2021,05,28,2021-05-28,15:20:00,3,NM,35,0,0.88,0,0,0,0,34.2500,-105.4900,34.2500,-105.4900,0,0,0,0,0,27,0,0,0
660492,2021,05,28,2021-05-28,15:38:00,3,NM,35,0,1.00,0,0,0,0,34.9900,-105.2700,34.9900,-105.2700,0,0,0,0,0,19,0,0,0
660493,2021,05,28,2021-05-28,15:46:00,3,TX,48,0,1.00,0,0,0,0,30.3608,-103.6666,30.3608,-103.6666,0,0,0,0,0,43,0,0,0
660494,2021,05,28,2021-05-28,15:50:00,3,NM,35,0,1.00,0,0,0,0,34.6200,-105.4700,34.6200,-105.4700,0,0,0,0,0,57,0,0,0
660495,2021,05,28,2021-05-28,16:05:00,3,MT,30,0,0.88,0,0,0,0,45.9500,-108.1600,45.9500,-108.1600,0,0,0,0,0,111,0,0,0
660496,2021,05,28,2021-05-28,16:05:00,3,TX,48,0,1.75,0,0,0,0,30.8600,-98.5000,30.8600,-98.5000,0,0,0,0,0,299,0,0,0
660497,2021,05,28,2021-05-28,16:06:00,3,NM,35,0,1.00,0,0,0,0,35.1200,-103.9600,35.1200,-103.9600,0,0,0,0,0,37,0,0,0
660498,2021,05,28,2021-05-28,16:08:00,3,MT,30,0,1.25,0,0,0,0,45.4700,-108.8500,45.4700,-108.8500,0,0,0,0,0,9,0,0,0
660499,2021,05,28,2021-05-28,16:10:00,3,MT,30,0,1.50,0,0,0,0,45.4600,-108.8500,45.4600,-108.8500,0,0,0,0,0,9,0,0,0
660500,2021,05,28,2021-05-28,16:12:00,3,NM,35,0,1.50,0,0,0,0,34.0800,-105.3300,34.0800,-105.3300,0,0,0,0,0,27,0,0,0
660501,2021,05,28,2021-05-28,16:23:00,3,TX,48,0,2.50,0,0,0,0,31.0918,-103.0667,31.0918,-103.0667,0,0,0,0,0,371,0,0,0
660502,2021,05,28,2021-05-28,16:45:00,3,NM,35,0,0.75,0,0,0,0,34.6000,-105.2100,34.6000,-105.2100,0,0,0,0,0,19,0,0,0
660503,2021,05,28,2021-05-28,16:48:00,3,TX,48,0,1.25,0,0,0,0,31.3200,-100.7800,31.3200,-100.7800,0,0,0,0,0,235,0,0,0
660504,2021,05,28,2021-05-28,16:50:00,3,TX,48,0,1.00,0,0,0,0,31.2800,-100.8000,31.2800,-100.8000,0,0,0,0,0,235,0,0,0
660505,2021,05,28,2021-05-28,16:52:00,3,TX,48,0,1.75,0,0,0,0,31.3100,-100.8000,31.3100,-100.8000,0,0,0,0,0,235,0,0,0
660506,2021,05,28,2021-05-28,16:52:00,3,TX,48,0,1.00,0,0,0,0,31.2900,-100.8000,31.2900,-100.8000,0,0,0,0,0,235,0,0,0
660507,2021,05,28,2021-05-28,16:55:00,3,NM,35,0,1.00,0,0,0,0,34.9500,-103.7600,34.9500,-103.7600,0,0,0,0,0,37,0,0,0
660508,2021,05,28,2021-05-28,17:09:00,3,TX,48,0,2.00,0,0,0,0,31.3731,-102.7143,31.3731,-102.7143,0,0,0,0,0,103,0,0,0
660509,2021,05,28,2021-05-28,17:10:00,3,TX,48,0,1.00,0,0,0,0,31.2942,-102.8369,31.2942,-102.8369,0,0,0,0,0,475,0,0,0
660510,2021,05,28,2021-05-28,17:20:00,3,TX,48,0,2.00,0,0,0,0,31.9731,-103.7429,31.9731,-103.7429,0,0,0,0,0,301,0,0,0
660511,2021,05,28,2021-05-28,17:23:00,3,MT,30,0,1.00,0,0,0,0,45.3100,-107.9200,45.3100,-107.9200,0,0,0,0,0,3,0,0,0
660512,2021,05,28,2021-05-28,17:25:00,3,MT,30,0,1.25,0,0,0,0,45.3100,-107.9300,45.3100,-107.9300,0,0,0,0,0,3,0,0,0
660513,2021,05,28,2021-05-28,17:35:00,3,TX,48,0,1.00,0,0,0,0,30.5200,-99.8600,30.5200,-99.8600,0,0,0,0,0,267,0,0,0
660514,2021,05,28,2021-05-28,17:40:00,3,TX,48,0,0.75,0,0,0,0,30.3800,-98.0100,30.3800,-98.0100,0,0,0,0,0,453,0,0,0
660515,2021,05,28,2021-05-28,17:42:00,3,TX,48,0,2.00,0,0,0,0,31.4000,-102.4348,31.4000,-102.4348,0,0,0,0,0,103,0,0,0
660516,2021,05,28,2021-05-28,17:42:00,3,TX,48,0,3.00,0,0,0,0,31.5945,-102.5781,31.5945,-102.5781,0,0,0,0,0,103,0,0,0
660517,2021,05,28,2021-05-28,17:59:00,3,TX,48,0,1.00,0,0,0,0,31.0227,-103.6548,31.0227,-103.6548,0,0,0,0,0,389,0,0,0
660518,2021,05,28,2021-05-28,17:59:00,3,NM,35,0,2.00,0,0,0,0,33.6700,-105.1700,33.6700,-105.1700,0,0,0,0,0,27,0,0,0
660519,2021,05,28,2021-05-28,18:08:00,3,TX,48,0,1.75,0,0,0,0,31.8882,-103.6000,31.8882,-103.6000,0,0,0,0,0,301,0,0,0
660520,2021,05,28,2021-05-28,18:15:00,3,MT,30,0,0.88,0,0,0,0,45.6200,-106.6700,45.6200,-106.6700,0,0,0,0,0,87,0,0,0
660521,2021,05,28,2021-05-28,18:15:00,3,TX,48,0,1.00,0,0,0,0,30.3200,-98.5300,30.3200,-98.5300,0,0,0,0,0,31,0,0,0
660522,2021,05,28,2021-05-28,18:20:00,3,TX,48,0,2.00,0,0,0,0,31.6719,-102.3834,31.6719,-102.3834,0,0,0,0,0,135,0,0,0
660523,2021,05,28,2021-05-28,18:21:00,3,TX,48,0,2.00,0,0,0,0,31.6139,-102.4539,31.6139,-102.4539,0,0,0,0,0,103,0,0,0
660524,2021,05,28,2021-05-28,18:25:00,3,NM,35,0,1.00,0,0,0,0,33.3700,-104.6500,33.3700,-104.6500,0,0,0,0,0,5,0,0,0
660525,2021,05,28,2021-05-28,18:38:00,3,NM,35,0,3.00,0,0,100000,0,33.2300,-104.4000,33.2300,-104.4000,0,0,0,0,0,5,0,0,0
660526,2021,05,28,2021-05-28,18:40:00,3,NM,35,0,1.00,0,0,0,0,33.2700,-104.4300,33.2700,-104.4300,0,0,0,0,0,5,0,0,0
660527,2021,05,28,2021-05-28,18:41:00,3,NM,35,0,1.75,0,0,0,0,34.1800,-103.3400,34.1800,-103.3400,0,0,0,0,0,41,0,0,0
660528,2021,05,28,2021-05-28,18:47:00,3,NM,35,0,3.00,0,0,100000,0,33.2400,-104.4600,33.2400,-104.4600,0,0,0,0,0,5,0,0,0
660529,2021,05,28,2021-05-28,18:51:00,3,TX,48,0,1.00,0,0,0,0,30.0500,-99.1400,30.0500,-99.1400,0,0,0,0,0,265,0,0,0
660530,2021,05,28,2021-05-28,18:52:00,3,NM,35,0,1.00,0,0,0,0,34.3900,-103.2300,34.3900,-103.2300,0,0,0,0,0,9,0,0,0
660531,2021,05,28,2021-05-28,18:56:00,3,TX,48,0,2.50,0,0,0,0,31.5436,-103.3545,31.5436,-103.3545,0,0,0,0,0,475,0,0,0
660532,2021,05,28,2021-05-28,19:00:00,3,TX,48,0,1.00,0,0,0,0,31.7045,-103.5987,31.7045,-103.5987,0,0,0,0,0,301,0,0,0
660533,2021,05,28,2021-05-28,19:20:00,3,TX,48,0,2.00,0,0,0,0,31.4894,-103.2763,31.4894,-103.2763,0,0,0,0,0,475,0,0,0
660534,2021,05,28,2021-05-28,19:30:00,3,NM,35,0,2.00,0,0,0,0,32.5000,-104.3230,32.5000,-104.3230,0,0,0,0,0,15,0,0,0
660535,2021,05,28,2021-05-28,19:34:00,3,MT,30,0,0.75,0,0,0,0,45.4400,-105.6300,45.4400,-105.6300,0,0,0,0,0,75,0,0,0
660536,2021,05,28,2021-05-28,19:48:00,3,MT,30,0,1.75,0,0,0,0,45.4600,-105.4500,45.4600,-105.4500,0,0,0,0,0,75,0,0,0
660537,2021,05,28,2021-05-28,19:50:00,3,MT,30,0,1.00,0,0,0,0,45.4400,-105.4100,45.4400,-105.4100,0,0,0,0,0,75,0,0,0
660538,2021,05,28,2021-05-28,20:18:00,3,CO,08,0,1.00,0,0,0,0,38.6900,-104.6900,38.6900,-104.6900,0,0,0,0,0,41,0,0,0
660539,2021,05,28,2021-05-28,20:19:00,3,NM,35,0,1.50,0,0,0,0,32.8300,-104.3311,32.8300,-104.3311,0,0,0,0,0,15,0,0,0
660540,2021,05,28,2021-05-28,20:45:00,3,NM,35,0,1.00,0,0,0,0,32.6300,-104.3700,32.6300,-104.3700,0,0,0,0,0,15,0,0,0
660541,2021,05,28,2021-05-28,21:01:00,3,NM,35,0,1.75,0,0,0,0,32.5951,-104.4217,32.5951,-104.4217,0,0,0,0,0,15,0,0,0
660542,2021,05,28,2021-05-28,21:13:00,3,NM,35,0,1.00,0,0,0,0,32.4200,-104.2300,32.4200,-104.2300,0,0,0,0,0,15,0,0,0
660543,2021,05,28,2021-05-28,21:14:00,3,NM,35,0,2.00,0,0,0,0,32.5000,-104.3401,32.5000,-104.3401,0,0,0,0,0,15,0,0,0
660544,2021,05,28,2021-05-28,21:15:00,3,WY,56,0,1.50,0,0,0,0,42.6902,-104.1989,42.6902,-104.1989,0,0,0,0,0,27,0,0,0
660545,2021,05,28,2021-05-28,21:55:00,3,TX,48,0,1.00,0,0,0,0,32.3200,-102.5500,32.3200,-102.5500,0,0,0,0,0,3,0,0,0
660546,2021,05,29,2021-05-29,02:30:00,3,TX,48,0,1.00,0,0,0,0,29.6400,-101.1400,29.6400,-101.1400,0,0,0,0,0,465,0,0,0
660547,2021,05,29,2021-05-29,13:31:00,3,NC,37,0,1.00,0,0,0,0,35.9679,-79.7008,35.9679,-79.7008,0,0,0,0,0,81,0,0,0
660548,2021,05,29,2021-05-29,13:50:00,3,NC,37,0,0.75,0,0,0,0,35.6700,-80.5000,35.6700,-80.5000,0,0,0,0,0,159,0,0,0
660549,2021,05,29,2021-05-29,13:55:00,3,NC,37,0,1.50,0,0,0,0,35.6600,-80.4400,35.6600,-80.4400,0,0,0,0,0,159,0,0,0
660550,2021,05,29,2021-05-29,13:58:00,3,NC,37,0,0.75,0,0,0,0,35.6100,-80.4500,35.6100,-80.4500,0,0,0,0,0,159,0,0,0
660551,2021,05,29,2021-05-29,14:10:00,3,NC,37,0,1.00,0,0,0,0,35.6400,-80.3450,35.6400,-80.3450,0,0,0,0,0,159,0,0,0
660552,2021,05,29,2021-05-29,14:11:00,3,CO,08,0,0.75,0,0,0,0,39.2500,-104.6800,39.2500,-104.6800,0,0,0,0,0,35,0,0,0
660553,2021,05,29,2021-05-29,14:20:00,3,NC,37,0,1.00,0,0,0,0,35.6650,-80.2670,35.6650,-80.2670,0,0,0,0,0,57,0,0,0
660554,2021,05,29,2021-05-29,14:33:00,3,WY,56,0,1.00,0,0,0,0,41.0600,-104.9000,41.0600,-104.9000,0,0,0,0,0,21,0,0,0
660555,2021,05,29,2021-05-29,14:36:00,3,WY,56,0,1.00,0,0,0,0,41.0400,-104.8500,41.0400,-104.8500,0,0,0,0,0,21,0,0,0
660556,2021,05,29,2021-05-29,14:48:00,3,NC,37,0,1.00,0,0,0,0,35.6215,-80.0804,35.6215,-80.0804,0,0,0,0,0,57,0,0,0
660557,2021,05,29,2021-05-29,15:10:00,3,TX,48,0,1.00,0,0,0,0,30.5878,-103.9159,30.5878,-103.9159,0,0,0,0,0,243,0,0,0
660558,2021,05,29,2021-05-29,15:25:00,3,CO,08,0,1.00,0,0,0,0,38.9500,-104.7000,38.9500,-104.7000,0,0,0,0,0,41,0,0,0
660559,2021,05,29,2021-05-29,15:28:00,3,CO,08,0,1.00,0,0,0,0,38.9600,-104.6000,38.9600,-104.6000,0,0,0,0,0,41,0,0,0
660560,2021,05,29,2021-05-29,15:40:00,3,CO,08,0,2.00,0,0,0,0,38.9100,-104.5600,38.9100,-104.5600,0,0,0,0,0,41,0,0,0
660561,2021,05,29,2021-05-29,15:42:00,3,CO,08,0,1.50,0,0,0,0,38.9700,-104.5600,38.9700,-104.5600,0,0,0,0,0,41,0,0,0
660562,2021,05,29,2021-05-29,15:45:00,3,CO,08,0,1.50,0,0,0,0,38.8100,-104.7700,38.8100,-104.7700,0,0,0,0,0,41,0,0,0
660563,2021,05,29,2021-05-29,15:52:00,3,NC,37,0,1.00,0,0,0,0,35.4127,-79.0891,35.4127,-79.0891,0,0,0,0,0,105,0,0,0
660564,2021,05,29,2021-05-29,16:00:00,3,CO,08,0,1.50,0,0,0,0,38.9300,-104.6200,38.9300,-104.6200,0,0,0,0,0,41,0,0,0
660565,2021,05,29,2021-05-29,16:03:00,3,CO,08,0,1.25,0,0,0,0,38.8300,-104.7000,38.8300,-104.7000,0,0,0,0,0,41,0,0,0
660566,2021,05,29,2021-05-29,16:05:00,3,CO,08,0,1.50,0,0,0,0,38.9300,-104.5500,38.9300,-104.5500,0,0,0,0,0,41,0,0,0
660567,2021,05,29,2021-05-29,16:28:00,3,NC,37,0,1.00,0,0,0,0,35.4343,-78.8292,35.4343,-78.8292,0,0,0,0,0,85,0,0,0
660568,2021,05,29,2021-05-29,16:29:00,3,CO,08,0,1.00,0,0,0,0,38.7700,-104.8300,38.7700,-104.8300,0,0,0,0,0,41,0,0,0
660569,2021,05,29,2021-05-29,16:36:00,3,NC,37,0,1.00,0,0,0,0,35.4506,-78.7290,35.4506,-78.7290,0,0,0,0,0,85,0,0,0
660570,2021,05,29,2021-05-29,16:50:00,3,CO,08,0,1.00,0,0,0,0,38.8000,-104.7000,38.8000,-104.7000,0,0,0,0,0,41,0,0,0
660571,2021,05,29,2021-05-29,17:27:00,3,CO,08,0,1.00,0,0,0,0,38.8500,-103.4800,38.8500,-103.4800,0,0,0,0,0,73,0,0,0
660572,2021,05,29,2021-05-29,18:17:00,3,KS,20,0,0.75,0,0,0,0,39.4600,-101.7074,39.4600,-101.7074,0,0,0,0,0,181,0,0,0
660573,2021,05,29,2021-05-29,18:22:00,3,CO,08,0,1.75,0,0,0,0,39.3000,-102.8700,39.3000,-102.8700,0,0,0,0,0,63,0,0,0
660574,2021,05,29,2021-05-29,18:26:00,3,CO,08,0,1.00,0,0,0,0,39.2972,-102.8685,39.2972,-102.8685,0,0,0,0,0,63,0,0,0
660575,2021,05,29,2021-05-29,18:40:00,3,CO,08,0,0.75,0,0,0,0,39.3012,-102.6938,39.3012,-102.6938,0,0,0,0,0,63,0,0,0
660576,2021,05,29,2021-05-29,18:45:00,3,CO,08,0,1.00,0,0,0,0,39.3747,-102.7329,39.3747,-102.7329,0,0,0,0,0,63,0,0,0
660577,2021,05,29,2021-05-29,18:50:00,3,CO,08,0,1.00,0,0,0,0,38.8500,-104.9000,38.8500,-104.9000,0,0,0,0,0,41,0,0,0
660578,2021,05,29,2021-05-29,18:55:00,3,CO,08,0,1.00,0,0,0,0,38.8700,-104.8600,38.8700,-104.8600,0,0,0,0,0,41,0,0,0
660579,2021,05,29,2021-05-29,18:58:00,3,CO,08,0,1.00,0,0,0,0,39.4449,-102.5932,39.4449,-102.5932,0,0,0,0,0,63,0,0,0
660580,2021,05,29,2021-05-29,19:04:00,3,CO,08,0,1.50,0,0,0,0,39.5058,-102.5848,39.5058,-102.5848,0,0,0,0,0,63,0,0,0
660581,2021,05,29,2021-05-29,19:25:00,3,OK,40,0,2.00,0,0,0,0,36.9600,-102.9700,36.9600,-102.9700,0,0,0,0,0,25,0,0,0
660582,2021,05,29,2021-05-29,19:40:00,3,OK,40,0,2.50,0,0,0,0,36.9100,-102.9000,36.9100,-102.9000,0,0,0,0,0,25,0,0,0
660583,2021,05,29,2021-05-29,19:45:00,3,OK,40,0,2.00,0,0,0,0,36.8500,-102.8800,36.8500,-102.8800,0,0,0,0,0,25,0,0,0
660584,2021,05,29,2021-05-29,19:47:00,3,OK,40,0,1.75,0,0,0,0,36.9600,-102.9500,36.9600,-102.9500,0,0,0,0,0,25,0,0,0
660585,2021,05,29,2021-05-29,20:05:00,3,OK,40,0,2.75,0,0,0,0,36.9000,-102.8800,36.9000,-102.8800,0,0,0,0,0,25,0,0,0
660586,2021,05,29,2021-05-29,20:20:00,3,NM,35,0,1.00,0,0,50000,0,35.9000,-104.3000,35.9000,-104.3000,0,0,0,0,0,21,0,0,0
660587,2021,05,29,2021-05-29,20:26:00,3,OK,40,0,2.50,0,0,0,0,36.9000,-102.8200,36.9000,-102.8200,0,0,0,0,0,25,0,0,0
660588,2021,05,29,2021-05-29,20:42:00,3,OK,40,0,2.50,0,0,0,0,36.9900,-102.9700,36.9900,-102.9700,0,0,0,0,0,25,0,0,0
660589,2021,05,29,2021-05-29,21:47:00,3,OK,40,0,2.75,0,0,0,0,36.8100,-102.6100,36.8100,-102.6100,0,0,0,0,0,25,0,0,0
660590,2021,05,29,2021-05-29,21:51:00,3,OK,40,0,0.75,0,0,0,0,36.8800,-102.5200,36.8800,-102.5200,0,0,0,0,0,25,0,0,0
660591,2021,05,29,2021-05-29,21:51:00,3,CO,08,0,1.00,0,0,0,0,37.9800,-103.5400,37.9800,-103.5400,0,0,0,0,0,89,0,0,0
660592,2021,05,29,2021-05-29,23:00:00,3,NM,35,0,1.50,0,0,40000,0,35.5700,-103.8800,35.5700,-103.8800,0,0,0,0,0,47,0,0,0
660593,2021,05,30,2021-05-30,13:47:00,3,NM,35,0,0.75,0,0,0,0,36.8900,-104.4400,36.8900,-104.4400,0,0,0,0,0,7,0,0,0
660594,2021,05,30,2021-05-30,14:20:00,3,CO,08,0,0.75,0,0,0,0,38.9600,-105.5500,38.9600,-105.5500,0,0,0,0,0,93,0,0,0
660595,2021,05,30,2021-05-30,14:23:00,3,NM,35,0,1.25,0,0,0,0,35.5600,-106.1300,35.5600,-106.1300,0,0,0,0,0,49,0,0,0
660596,2021,05,30,2021-05-30,14:26:00,3,CO,08,0,1.50,0,0,0,0,37.2500,-103.3500,37.2500,-103.3500,0,0,0,0,0,71,0,0,0
660597,2021,05,30,2021-05-30,14:33:00,3,NM,35,0,1.75,0,0,0,0,33.3700,-105.2300,33.3700,-105.2300,0,0,0,0,0,27,0,0,0
660598,2021,05,30,2021-05-30,14:37:00,3,NM,35,0,1.00,0,0,0,0,36.1800,-105.0600,36.1800,-105.0600,0,0,0,0,0,33,0,0,0
660599,2021,05,30,2021-05-30,14:45:00,3,FL,12,0,1.25,0,0,0,0,27.9400,-82.1800,27.9400,-82.1800,0,0,0,0,0,57,0,0,0
660600,2021,05,30,2021-05-30,16:12:00,3,FL,12,0,0.88,0,0,0,0,28.8800,-81.1800,28.8800,-81.1800,0,0,0,0,0,127,0,0,0
660601,2021,05,30,2021-05-30,16:28:00,3,NM,35,0,1.00,0,0,0,0,33.5200,-103.5210,33.5200,-103.5210,0,0,0,0,0,25,0,0,0
660602,2021,05,30,2021-05-30,16:41:00,3,OK,40,0,1.75,0,0,0,0,36.5500,-102.8700,36.5500,-102.8700,0,0,0,0,0,25,0,0,0
660603,2021,05,30,2021-05-30,17:00:00,3,OK,40,0,1.25,0,0,0,0,36.5900,-102.7500,36.5900,-102.7500,0,0,0,0,0,25,0,0,0
660604,2021,05,30,2021-05-30,17:10:00,3,NM,35,0,1.75,0,0,0,0,33.5200,-103.3474,33.5200,-103.3474,0,0,0,0,0,25,0,0,0
660605,2021,05,30,2021-05-30,17:27:00,3,OK,40,0,1.25,0,0,0,0,36.6300,-102.5500,36.6300,-102.5500,0,0,0,0,0,25,0,0,0
660606,2021,05,30,2021-05-30,17:35:00,3,NM,35,0,1.50,0,0,0,0,33.1900,-104.3700,33.1900,-104.3700,0,0,0,0,0,5,0,0,0
660607,2021,05,30,2021-05-30,17:40:00,3,NM,35,0,0.88,0,0,0,0,33.1700,-104.3500,33.1700,-104.3500,0,0,0,0,0,5,0,0,0
660608,2021,05,30,2021-05-30,18:41:00,3,TX,48,0,1.75,0,0,0,0,36.3200,-101.9600,36.3200,-101.9600,0,0,0,0,0,421,0,0,0
660609,2021,05,30,2021-05-30,19:13:00,3,TX,48,0,1.00,0,0,0,0,36.3300,-101.7700,36.3300,-101.7700,0,0,0,0,0,421,0,0,0
660610,2021,05,30,2021-05-30,19:29:00,3,NM,35,0,1.00,0,0,0,0,33.6300,-103.1700,33.6300,-103.1700,0,0,0,0,0,41,0,0,0
660611,2021,05,30,2021-05-30,19:50:00,3,TX,48,0,1.00,0,0,0,0,33.7460,-102.8558,33.7460,-102.8558,0,0,0,0,0,79,0,0,0
660612,2021,05,30,2021-05-30,22:48:00,3,TX,48,0,0.75,0,0,0,0,35.1600,-101.9300,35.1600,-101.9300,0,0,0,0,0,381,0,0,0
660613,2021,05,31,2021-05-31,09:47:00,3,TX,48,0,1.00,0,0,0,0,31.8666,-102.4172,31.8666,-102.4172,0,0,0,0,0,135,0,0,0
660614,2021,05,31,2021-05-31,10:16:00,3,TX,48,0,1.00,0,0,0,0,31.9114,-102.2977,31.9114,-102.2977,0,0,0,0,0,135,0,0,0
660615,2021,05,31,2021-05-31,11:15:00,3,MI,26,0,1.00,0,0,0,0,46.7200,-88.4300,46.7200,-88.4300,0,0,0,0,0,13,0,0,0
660616,2021,05,31,2021-05-31,11:30:00,3,MI,26,0,0.88,0,0,0,0,46.4000,-89.1800,46.4000,-89.1800,0,0,0,0,0,131,0,0,0
